lat,lon,City,State,County,Country,Year,GDP
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1990,10.73
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1991,11.02
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1992,11.31
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1993,11.61
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1994,11.92
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1995,12.16
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1996,12.69
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1997,13.25
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1998,13.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1999,14.45
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2000,14.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2001,15.2
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2002,15.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2003,15.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2004,16.33
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2005,16.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2006,17.17
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2007,17.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2008,18.1
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2009,18.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2010,19.01
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2011,19.44
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2012,19.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2013,20.24
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2014,20.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2015,21.06
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2016,21.5
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2017,21.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1990,10.73
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1991,11.02
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1992,11.31
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1993,11.61
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1994,11.92
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1995,12.16
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1996,12.69
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1997,13.25
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1998,13.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1999,14.45
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2000,14.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2001,15.2
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2002,15.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2003,15.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2004,16.33
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2005,16.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2006,17.17
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2007,17.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2008,18.1
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2009,18.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2010,19.01
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2011,19.44
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2012,19.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2013,20.24
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2014,20.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2015,21.06
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2016,21.5
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2017,21.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1990,10.73
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1991,11.02
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1992,11.31
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1993,11.61
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1994,11.92
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1995,12.16
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1996,12.69
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1997,13.25
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1998,13.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1999,14.45
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2000,14.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2001,15.2
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2002,15.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2003,15.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2004,16.33
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2005,16.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2006,17.17
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2007,17.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2008,18.1
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2009,18.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2010,19.01
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2011,19.44
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2012,19.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2013,20.24
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2014,20.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2015,21.06
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2016,21.5
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2017,21.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1990,10.73
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1991,11.02
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1992,11.31
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1993,11.61
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1994,11.92
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1995,12.16
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1996,12.69
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1997,13.25
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1998,13.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,1999,14.45
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2000,14.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2001,15.2
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2002,15.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2003,15.94
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2004,16.33
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2005,16.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2006,17.17
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2007,17.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2008,18.1
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2009,18.56
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2010,19.01
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2011,19.44
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2012,19.84
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2013,20.24
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2014,20.64
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2015,21.06
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2016,21.5
33.92156,-78.02027,Southport,North Carolina,Brunswick County,US,2017,21.94
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1990,10.72
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1991,11
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1992,11.29
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1993,11.59
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1994,11.9
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1995,12.13
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1996,12.67
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1997,13.23
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1998,13.81
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,1999,14.42
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2000,14.81
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2001,15.17
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2002,15.53
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2003,15.91
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2004,16.3
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2005,16.6
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2006,17.14
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2007,17.6
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2008,18.06
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2009,18.52
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2010,18.97
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2011,19.4
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2012,19.8
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2013,20.19
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2014,20.6
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2015,21.01
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2016,21.45
34.03517,-77.8936,Carolina Beach,North Carolina,New Hanover County,US,2017,21.89
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1990,10.63
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1991,10.91
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1992,11.2
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1993,11.5
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1994,11.8
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1995,12.04
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1996,12.57
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1997,13.12
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1998,13.7
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,1999,14.3
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2000,14.68
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2001,15.04
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2002,15.4
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2003,15.77
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2004,16.15
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2005,16.45
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2006,16.98
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2007,17.44
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2008,17.9
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2009,18.35
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2010,18.79
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2011,19.21
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2012,19.61
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2013,20
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2014,20.4
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2015,20.81
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2016,21.24
34.49544,-77.55497,Holly Ridge,North Carolina,Onslow County,US,2017,21.68
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1990,10.41
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1991,10.69
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1992,10.97
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1993,11.26
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1994,11.56
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1995,11.79
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1996,12.31
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1997,12.84
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1998,13.39
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,1999,13.97
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2000,14.35
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2001,14.68
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2002,15.03
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2003,15.38
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2004,15.74
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2005,16.03
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2006,16.56
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2007,17
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2008,17.44
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2009,17.87
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2010,18.29
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2011,18.7
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2012,19.08
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2013,19.46
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2014,19.84
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2015,20.23
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2016,20.65
35.95739,-75.62406,Nags Head,North Carolina,Dare County,US,2017,21.07
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1990,11.4
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1991,11.69
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1992,12
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1993,12.31
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1994,12.63
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1995,12.88
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1996,13.5
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1997,14.14
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1998,14.82
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1999,15.53
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2000,15.96
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2001,16.41
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2002,16.87
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2003,17.34
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2004,17.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2005,18.2
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2006,18.72
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2007,19.28
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2008,19.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2009,20.37
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2010,20.9
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2011,21.41
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2012,21.89
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2013,22.36
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2014,22.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2015,23.32
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2016,23.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2017,24.35
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1990,11.4
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1991,11.69
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1992,12
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1993,12.31
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1994,12.63
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1995,12.88
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1996,13.5
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1997,14.14
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1998,14.82
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1999,15.53
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2000,15.96
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2001,16.41
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2002,16.87
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2003,17.34
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2004,17.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2005,18.2
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2006,18.72
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2007,19.28
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2008,19.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2009,20.37
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2010,20.9
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2011,21.41
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2012,21.89
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2013,22.36
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2014,22.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2015,23.32
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2016,23.83
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2017,24.35
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1990,10.57
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1991,10.85
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1992,11.14
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1993,11.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1994,11.74
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1995,11.98
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1996,12.5
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1997,13.04
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1998,13.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1999,14.2
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2000,14.58
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2001,14.92
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2002,15.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2003,15.64
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2004,16.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2005,16.3
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2006,16.83
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2007,17.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2008,17.73
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2009,18.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2010,18.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2011,19.03
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2012,19.41
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2013,19.79
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2014,20.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2015,20.59
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2016,21.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2017,21.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1990,10.57
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1991,10.85
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1992,11.14
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1993,11.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1994,11.74
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1995,11.98
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1996,12.5
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1997,13.04
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1998,13.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1999,14.2
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2000,14.58
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2001,14.92
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2002,15.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2003,15.64
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2004,16.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2005,16.3
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2006,16.83
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2007,17.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2008,17.73
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2009,18.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2010,18.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2011,19.03
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2012,19.41
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2013,19.79
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2014,20.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2015,20.59
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2016,21.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2017,21.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1990,10.57
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1991,10.85
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1992,11.14
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1993,11.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1994,11.74
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1995,11.98
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1996,12.5
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1997,13.04
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1998,13.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1999,14.2
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2000,14.58
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2001,14.92
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2002,15.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2003,15.64
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2004,16.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2005,16.3
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2006,16.83
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2007,17.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2008,17.73
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2009,18.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2010,18.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2011,19.03
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2012,19.41
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2013,19.79
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2014,20.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2015,20.59
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2016,21.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2017,21.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1990,10.57
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1991,10.85
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1992,11.14
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1993,11.44
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1994,11.74
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1995,11.98
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1996,12.5
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1997,13.04
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1998,13.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,1999,14.2
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2000,14.58
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2001,14.92
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2002,15.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2003,15.64
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2004,16.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2005,16.3
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2006,16.83
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2007,17.28
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2008,17.73
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2009,18.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2010,18.61
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2011,19.03
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2012,19.41
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2013,19.79
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2014,20.18
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2015,20.59
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2016,21.01
35.26768,-75.54237,Buxton,North Carolina,Dare County,US,2017,21.44
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1990,11.4
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1991,11.69
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1992,12
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1993,12.31
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1994,12.63
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1995,12.88
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1996,13.5
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1997,14.14
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1998,14.82
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,1999,15.53
26.10369,-97.16469,South Padre Island,Texas,Cameron County,US,2000,15.96
